,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
494,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,2,12033,20763,2,518.0,518,0.0,Optimal,3373,67348956,0,0,0
495,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,3,12092,14850,1,730.0,730,0.0,Optimal,2193,26031616,0,0,0
496,brimkov-outp,../inputs/case145.graphml,145,422,71,8,995,2659,3,18.0,18,0.0,Optimal,363,924004,0,0,0
497,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,1,2744,4919,3,181.0,181,0.0,Optimal,1,204101,0,0,0
498,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,1,13559,12783,4,1194.0,1194,0.0,Optimal,2077,5164935,0,0,0
499,brimkov-outp,../inputs/case145.graphml,145,422,71,20,596,2630,1,18.0,18,0.0,Optimal,1,108805,0,0,0
500,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,15,8995,19195,2,598.0,598,0.0,Optimal,1,567444,0,0,0
501,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,9,7533,10684,4,677.0,677,0.0,Optimal,1,568291,0,0,0
502,brimkov-outp,../inputs/case33bw.graphml,33,32,1,1,126,63,3,17.0,17,0.0,Optimal,0,830,0,0,0
503,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,8,9415,18852,1,586.0,586,0.0,Optimal,1,1105098,0,0,0
504,brimkov-outp,../inputs/case145.graphml,145,422,71,17,709,2636,4,18.0,18,0.0,Optimal,18,346375,0,0,0
505,brimkov-outp,../inputs/case57.graphml,57,78,15,5,166,188,0,12.0,12,0.0,Optimal,1,9975,0,0,0
506,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,3,11726,19281,1,701.0,701,0.0,Optimal,1893,15339395,0,0,0
507,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,11,9083,18817,0,585.0,585,0.0,Optimal,1,689763,0,0,0
508,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,8,6434,12452,1,397.0,397,0.0,Optimal,1,494258,0,0,0
509,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,7,7612,10542,1,684.0,684,0.0,Optimal,1,631915,0,0,0
510,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,14,8506,19927,2,322.0,322,0.0,Optimal,3454,13865777,0,0,0
511,brimkov-outp,../inputs/case14.graphml,14,20,2,1,72,42,3,6.0,6,0.0,Optimal,1,1932,0,0,0
512,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,10,9432,14407,2,816.0,816,0.0,Optimal,1,708579,0,0,0
513,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,7,4207,6643,4,313.0,313,0.0,Optimal,1,178498,0,0,0
514,brimkov-outp,../inputs/case145.graphml,145,422,71,18,673,2634,2,18.0,18,0.0,Optimal,1,114747,0,0,0
515,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,12,5771,12081,3,411.0,411,0.0,Optimal,16,3553246,0,0,0
516,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,8,9415,18852,2,586.0,586,0.0,Optimal,1,1113007,0,0,0
517,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,1,1002,1276,1,97.0,97,0.0,Optimal,1,36475,0,0,0
518,brimkov-outp,../inputs/case6ww.graphml,6,11,1,1,37,22,4,3.0,3,0.0,Optimal,1,1191,0,0,0
519,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,1,2744,4919,2,181.0,181,0.0,Optimal,1,204920,0,0,0
520,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,8,511,654,3,13.0,13,0.0,Optimal,1,25523,0,0,0
521,brimkov-outp,../inputs/case96rts.graphml,73,108,9,3,273,206,3,20.0,20,0.0,Optimal,1,24798,0,0,0
522,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,2,10597,11234,4,779.0,779,0.0,Optimal,1639,32139483,0,0,0
523,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,12,8403,14174,4,612.0,612,0.0,Optimal,1,354717,0,0,0
524,brimkov-outp,../inputs/case57.graphml,57,78,15,2,245,210,0,14.0,14,0.0,Optimal,1,14585,0,0,0
525,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,6,6957,12523,2,406.0,406,0.0,Optimal,1,742822,0,0,0
526,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,1,158,58,2,15.0,15,0.0,Optimal,1,3556,0,0,0
527,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,4,11106,19126,0,637.0,637,0.0,Optimal,2834,15975895,0,0,0
528,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,15,8995,19195,0,598.0,598,0.0,Optimal,1,575156,0,0,0
529,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,12,8533,19929,3,322.0,322,0.0,Optimal,8009,20509115,0,0,0
530,brimkov-outp,../inputs/case118.graphml,118,179,11,9,276,297,0,29.0,29,0.0,Optimal,1,7917,0,0,0
531,brimkov-outp,../inputs/case6468rte.graphml,6468,8065,2384,2,30169,43936,0,1887.0,1887,0.0,Optimal,45816,428585282,0,0,0
532,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,5,8123,10773,4,681.0,681,0.0,Optimal,104,1455974,0,0,0
533,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,15,298,636,3,13.0,13,0.0,Optimal,1,7967,0,0,0
534,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,3,7763,12483,3,537.0,538,0.0018587360594795538,Timeout,40108,900074763,0,0,0
535,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,4,11166,19517,4,655.0,655,0.0,Optimal,3335,14977605,0,0,0
536,brimkov-outp,../inputs/case39.graphml,39,46,10,2,169,171,1,10.0,10,0.0,Optimal,1,7838,0,0,0
537,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,7,9660,14434,0,816.0,816,0.0,Optimal,1,1819951,0,0,0
538,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,13103,19740,4,862.0,862,0.0,Optimal,1780,21009684,0,0,0
539,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,9,605,1150,2,39.0,39,0.0,Optimal,1,22078,0,0,0
540,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,0,13906,13099,1,2096.0,2096,0.0,Optimal,1,269565,0,0,0
541,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,11,9083,18817,4,585.0,585,0.0,Optimal,1,678048,0,0,0
542,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,3,9442,11076,0,698.0,698,0.0,Optimal,1829,10266065,0,0,0
543,brimkov-outp,../inputs/case9.graphml,9,9,4,2,37,44,1,2.0,2,0.0,Optimal,1,2531,0,0,0
544,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,5,8123,10773,1,681.0,681,0.0,Optimal,104,1458015,0,0,0
545,brimkov-outp,../inputs/case145.graphml,145,422,71,11,895,2649,2,18.0,18,0.0,Optimal,229,443419,0,0,0
546,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,3,10617,20291,0,410.0,410,0.0,Optimal,2039,35740672,0,0,0
547,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,2,10583,11195,2,776.0,776,0.0,Optimal,1591,19536460,0,0,0
548,brimkov-outp,../inputs/case_ieee30.graphml,30,41,7,4,103,145,2,6.0,6,0.0,Optimal,1,3688,0,0,0
549,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,16,5689,12075,3,411.0,411,0.0,Optimal,685,4038423,0,0,0
550,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,3,787,1323,3,44.0,44,0.0,Optimal,1,50705,0,0,0
551,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,12,8975,18808,3,585.0,585,0.0,Optimal,1,583202,0,0,0
552,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,15,8266,14164,3,612.0,612,0.0,Optimal,1,319019,0,0,0
553,brimkov-outp,../inputs/case145.graphml,145,422,71,9,950,2654,0,18.0,18,0.0,Optimal,648,894525,0,0,0
554,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,2,8898,13030,2,616.0,616,0.0,Optimal,49,3811666,0,0,0
555,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,14,8947,18806,4,585.0,585,0.0,Optimal,1,596134,0,0,0
556,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,3,8358,10003,1,623.0,623,0.0,Optimal,1586,13352072,0,0,0
557,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,6,7773,10565,0,685.0,685,0.0,Optimal,1,639776,0,0,0
558,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,1,14823,20964,0,1330.0,1330,0.0,Optimal,1,1575190,0,0,0
559,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,3,12092,14850,4,730.0,730,0.0,Optimal,2193,25976278,0,0,0
560,brimkov-outp,../inputs/case33bw.graphml,33,32,1,0,131,68,0,32.0,32,0.0,Optimal,0,1622,0,0,0
561,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,5,557,661,2,14.0,14,0.0,Optimal,1,39060,0,0,0
562,brimkov-outp,../inputs/case24_ieee_rts.graphml,24,34,4,5,61,73,2,6.0,6,0.0,Optimal,1,1631,0,0,0
563,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,11,9399,14404,3,816.0,816,0.0,Optimal,1,801777,0,0,0
564,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,1,10567,13619,1,939.0,939,0.0,Optimal,3541,10498488,0,0,0
565,brimkov-outp,../inputs/case39.graphml,39,46,10,1,193,183,2,16.0,16,0.0,Optimal,1,4646,0,0,0
566,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,1,6747,7437,4,703.0,703,0.0,Optimal,1,264851,0,0,0
567,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,9,4031,6622,3,311.0,311,0.0,Optimal,1,106551,0,0,0
568,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,8,6526,9625,3,594.0,594,0.0,Optimal,1,274420,0,0,0
569,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,3,11726,19281,3,701.0,701,0.0,Optimal,1893,15345971,0,0,0
570,brimkov-outp,../inputs/case9.graphml,9,9,4,3,28,41,1,2.0,2,0.0,Optimal,1,1685,0,0,0
571,brimkov-outp,../inputs/case6ww.graphml,6,11,1,4,25,18,1,1.0,1,0.0,Optimal,1,1660,0,0,0
572,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,14,8947,18806,2,585.0,585,0.0,Optimal,1,592768,0,0,0
573,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,13,8338,14169,1,612.0,612,0.0,Optimal,1,325956,0,0,0
574,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,4,7582,9809,0,605.0,605,0.0,Optimal,1562,3659560,0,0,0
575,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,0,710,725,1,47.0,47,0.0,Optimal,1,7498,0,0,0
576,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,2,892,1221,4,68.0,68,0.0,Optimal,1,51930,0,0,0
577,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,8,6434,12452,4,397.0,397,0.0,Optimal,1,497379,0,0,0
578,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,5,7107,9714,1,596.0,596,0.0,Optimal,21,1195368,0,0,0
579,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,13,5719,12077,1,411.0,411,0.0,Optimal,617,4045146,0,0,0
580,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,3,109,40,1,8.0,8,0.0,Optimal,1,2986,0,0,0
581,brimkov-outp,../inputs/case57.graphml,57,78,15,0,310,243,1,42.0,42,0.0,Optimal,1,3613,0,0,0
582,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,11,3888,6608,3,311.0,311,0.0,Optimal,1,88002,0,0,0
583,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,3,787,1323,4,44.0,44,0.0,Optimal,1,49822,0,0,0
584,brimkov-outp,../inputs/case39.graphml,39,46,10,3,127,157,2,9.0,9,0.0,Optimal,1,3937,0,0,0
585,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,11,8475,14180,3,612.0,612,0.0,Optimal,1,424084,0,0,0
586,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,15,298,636,4,13.0,13,0.0,Optimal,1,7927,0,0,0
587,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,0,14114,22151,3,1016.0,1027,0.010710808179162609,Timeout,99516,900214486,0,0,0
588,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,4,9247,11346,2,762.0,762,0.0,Optimal,798,3282572,0,0,0
589,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,1,14823,20964,2,1330.0,1330,0.0,Optimal,1,1544782,0,0,0
590,brimkov-outp,../inputs/case39.graphml,39,46,10,3,127,157,4,9.0,9,0.0,Optimal,1,3909,0,0,0
591,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,10,6054,12079,2,375.0,375,0.0,Optimal,1,382282,0,0,0
592,brimkov-outp,../inputs/case300.graphml,300,409,66,4,983,1151,3,76.0,76,0.0,Optimal,1,55744,0,0,0
593,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,7,1925,4689,1,78.0,78,0.0,Optimal,1,144227,0,0,0
594,brimkov-outp,../inputs/case145.graphml,145,422,71,14,774,2640,2,18.0,18,0.0,Optimal,1,274721,0,0,0
595,brimkov-outp,../inputs/case145.graphml,145,422,71,15,759,2639,1,18.0,18,0.0,Optimal,42,253758,0,0,0
596,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,4,11032,14585,0,662.0,662,0.0,Optimal,1784,16108402,0,0,0
597,brimkov-outp,../inputs/case96rts.graphml,73,108,9,2,333,226,1,22.0,22,0.0,Optimal,1,17612,0,0,0
598,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,5,2060,4710,1,83.0,83,0.0,Optimal,1,277905,0,0,0
599,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,10,5863,12089,2,413.0,413,0.0,Optimal,112,2464139,0,0,0
600,brimkov-outp,../inputs/case14.graphml,14,20,2,5,33,29,4,3.0,3,0.0,Optimal,0,485,0,0,0
601,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,8,6434,12452,3,397.0,397,0.0,Optimal,1,490904,0,0,0
602,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,5,7923,10445,0,684.0,684,0.0,Optimal,50,1593466,0,0,0
603,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,12,1865,4682,2,75.0,75,0.0,Optimal,1,79331,0,0,0
604,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,16,8979,19194,4,598.0,598,0.0,Optimal,1,604847,0,0,0
605,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,10,595,1149,3,39.0,39,0.0,Optimal,1,19941,0,0,0
606,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,1,14686,13608,0,1323.0,1323,0.0,Optimal,11,1747844,0,0,0
607,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,4,11106,19126,2,637.0,637,0.0,Optimal,2834,15979789,0,0,0
608,brimkov-outp,../inputs/case300.graphml,300,409,66,7,842,1126,0,73.0,73,0.0,Optimal,1,29721,0,0,0
609,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,9,9259,19218,4,598.0,598,0.0,Optimal,1,642137,0,0,0
610,brimkov-outp,../inputs/case300.graphml,300,409,66,7,842,1126,1,73.0,73,0.0,Optimal,1,26833,0,0,0
611,brimkov-outp,../inputs/case_ieee30.graphml,30,41,7,7,85,142,2,6.0,6,0.0,Optimal,1,2374,0,0,0
612,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,8,605,1150,2,39.0,39,0.0,Optimal,1,22065,0,0,0
613,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,8,1893,4685,3,76.0,76,0.0,Optimal,1,95191,0,0,0
614,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,1,13421,12614,0,1204.0,1204,0.0,Optimal,2112,4220112,0,0,0
615,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,10,595,1149,2,39.0,39,0.0,Optimal,1,19996,0,0,0
616,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,0,15870,14984,4,2328.0,2328,0.0,Optimal,1,300262,0,0,0
617,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,13,1865,4682,4,75.0,75,0.0,Optimal,1,75548,0,0,0
618,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,7,519,655,3,13.0,13,0.0,Optimal,1,22599,0,0,0
619,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,10,455,648,0,13.0,13,0.0,Optimal,1,29148,0,0,0
620,brimkov-outp,../inputs/case33bw.graphml,33,32,1,2,76,38,2,11.0,11,0.0,Optimal,0,540,0,0,0
621,brimkov-outp,../inputs/case145.graphml,145,422,71,13,844,2645,2,18.0,18,0.0,Optimal,1,216340,0,0,0
622,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,5,4718,6724,2,322.0,322,0.0,Optimal,1,293797,0,0,0
623,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,9,6263,12433,0,396.0,396,0.0,Optimal,1,469774,0,0,0
624,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,9,7503,10529,3,684.0,684,0.0,Optimal,1,355559,0,0,0
625,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,13,370,641,4,13.0,13,0.0,Optimal,1,16433,0,0,0
626,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,6,1988,4698,2,80.0,80,0.0,Optimal,1,161333,0,0,0
627,brimkov-outp,../inputs/case6468rte.graphml,6468,8065,2384,1,34403,46053,2,2916.0,2916,0.0,Optimal,1691,23512474,0,0,0
628,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,10,1865,4682,0,75.0,75,0.0,Optimal,1,68297,0,0,0
629,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,8,605,1150,3,39.0,39,0.0,Optimal,1,21858,0,0,0
630,brimkov-outp,../inputs/case4gs.graphml,4,4,0,0,16,8,2,4.0,4,0.0,Optimal,0,208,0,0,0
631,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,9,4031,6622,4,311.0,311,0.0,Optimal,1,106702,0,0,0
632,brimkov-outp,../inputs/case30.graphml,30,41,7,1,160,149,3,13.0,13,0.0,Optimal,1,4732,0,0,0
633,brimkov-outp,../inputs/case14.graphml,14,20,2,3,54,34,3,3.0,3,0.0,Optimal,1,1033,0,0,0
634,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,12,8403,14174,1,612.0,612,0.0,Optimal,1,476559,0,0,0
635,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,4,8472,10591,2,690.0,690,0.0,Optimal,2627,6415180,0,0,0
636,brimkov-outp,../inputs/case4gs.graphml,4,4,0,0,16,8,1,4.0,4,0.0,Optimal,0,277,0,0,0
637,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,1,15305,14419,0,1353.0,1353,0.0,Optimal,1531,3782531,0,0,0
638,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,8,7435,10407,4,683.0,683,0.0,Optimal,1,354921,0,0,0
639,brimkov-outp,../inputs/case145.graphml,145,422,71,12,883,2648,3,18.0,18,0.0,Optimal,171,367589,0,0,0
640,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,9,5973,12100,3,417.0,417,0.0,Optimal,2927,22849895,0,0,0
641,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,5,7923,10445,1,684.0,684,0.0,Optimal,50,1581827,0,0,0
642,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,8,8565,11871,1,768.0,768,0.0,Optimal,1,1160741,0,0,0
643,brimkov-outp,../inputs/case30.graphml,30,41,7,7,81,122,3,6.0,6,0.0,Optimal,1,1781,0,0,0
644,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,11,8557,19931,2,322.0,322,0.0,Optimal,2951,12733366,0,0,0
645,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,4,8472,10591,0,690.0,690,0.0,Optimal,2627,6407142,0,0,0
646,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,13,8975,18808,0,585.0,585,0.0,Optimal,1,578505,0,0,0
647,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,4,8585,10717,1,690.0,690,0.0,Optimal,1,1630099,0,0,0
648,brimkov-outp,../inputs/case96rts.graphml,73,108,9,5,175,183,4,19.0,19,0.0,Optimal,1,4318,0,0,0
649,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,7,1925,4689,4,78.0,78,0.0,Optimal,1,143227,0,0,0
650,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,5,720,1307,4,40.0,40,0.0,Optimal,1,40253,0,0,0
651,brimkov-outp,../inputs/case57.graphml,57,78,15,1,309,242,4,22.0,22,0.0,Optimal,1,6416,0,0,0
652,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,2,12033,20763,0,518.0,518,0.0,Optimal,3373,68154771,0,0,0
653,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,2,9359,13015,2,647.0,647,0.0,Optimal,2550,28286341,0,0,0
654,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,6,6755,12168,2,382.0,382,0.0,Optimal,1,706931,0,0,0
655,brimkov-outp,../inputs/case118.graphml,118,179,11,5,343,307,3,29.0,29,0.0,Optimal,1,11211,0,0,0
656,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,11,9399,14404,1,816.0,816,0.0,Optimal,1,799148,0,0,0
657,brimkov-outp,../inputs/case118.graphml,118,179,11,3,458,333,4,31.0,31,0.0,Optimal,1,54289,0,0,0
658,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,0,11023,14075,2,1624.0,1624,0.0,Optimal,1,201532,0,0,0
659,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,15,298,636,2,13.0,13,0.0,Optimal,1,8262,0,0,0
660,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,7,9810,19284,3,600.0,600,0.0,Optimal,1,1180087,0,0,0
661,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,2,12033,20763,3,518.0,518,0.0,Optimal,3373,67455988,0,0,0
662,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,0,13922,13139,4,2087.0,2087,0.0,Optimal,1,353017,0,0,0
663,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,7,676,1300,4,39.0,39,0.0,Optimal,1,27598,0,0,0
664,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,4,7459,12298,4,416.0,416,0.0,Optimal,4987,12101727,0,0,0
665,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,7,8222,11160,3,755.0,755,0.0,Optimal,1,485236,0,0,0
666,brimkov-outp,../inputs/case39.graphml,39,46,10,5,110,153,3,9.0,9,0.0,Optimal,1,2818,0,0,0
667,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,3,11810,14882,4,851.0,851,0.0,Optimal,4209,53799951,0,0,0
668,brimkov-outp,../inputs/case145.graphml,145,422,71,10,950,2654,3,18.0,18,0.0,Optimal,409,585078,0,0,0
669,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,8,6045,12108,0,423.0,423,0.0,Optimal,1569,7735210,0,0,0
670,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,3,11810,14882,3,851.0,851,0.0,Optimal,4209,54310522,0,0,0
671,brimkov-outp,../inputs/case6ww.graphml,6,11,1,2,37,22,0,2.0,2,0.0,Optimal,1,2224,0,0,0
672,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,5,720,1307,2,40.0,40,0.0,Optimal,1,40193,0,0,0
673,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,7,9775,18897,3,587.0,587,0.0,Optimal,17,1652480,0,0,0
674,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,9,6472,9619,0,594.0,594,0.0,Optimal,1,252393,0,0,0
675,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,9,8502,11864,2,768.0,768,0.0,Optimal,1,730484,0,0,0
676,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,13,1865,4682,3,75.0,75,0.0,Optimal,1,74585,0,0,0
677,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,0,15921,22062,2,1924.0,1924,0.0,Optimal,4627,11243219,0,0,0
678,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,11,8475,14180,0,612.0,612,0.0,Optimal,1,436495,0,0,0
679,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,14,8296,14166,3,612.0,612,0.0,Optimal,1,326208,0,0,0
680,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,13,5937,12069,2,375.0,375,0.0,Optimal,1,329829,0,0,0
681,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,0,7269,7959,0,969.0,969,0.0,Optimal,1,173435,0,0,0
682,brimkov-outp,../inputs/case145.graphml,145,422,71,14,774,2640,1,18.0,18,0.0,Optimal,1,277215,0,0,0
683,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,9,8704,19945,1,322.0,322,0.0,Optimal,1827,18266000,0,0,0
684,brimkov-outp,../inputs/case_ieee30.graphml,30,41,7,0,167,172,0,23.0,23,0.0,Optimal,1,3416,0,0,0
685,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,6,634,1154,3,42.0,42,0.0,Optimal,1,36155,0,0,0
686,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,1,15446,16277,4,1395.0,1395,0.0,Optimal,2381,6638054,0,0,0
687,brimkov-outp,../inputs/case145.graphml,145,422,71,18,673,2634,0,18.0,18,0.0,Optimal,1,119560,0,0,0
688,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,5,10656,19415,1,620.0,620,0.0,Optimal,2864,12173101,0,0,0
689,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,6,6231,12133,2,444.0,444,0.0,Optimal,1490,7937371,0,0,0
690,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,13103,19740,2,862.0,862,0.0,Optimal,1780,21006884,0,0,0
691,brimkov-outp,../inputs/case30.graphml,30,41,7,1,160,149,0,13.0,13,0.0,Optimal,1,6660,0,0,0
692,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,7,6642,12478,4,401.0,401,0.0,Optimal,1,500451,0,0,0
693,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,12,5950,12070,4,375.0,375,0.0,Optimal,1,341248,0,0,0
694,brimkov-outp,../inputs/case145.graphml,145,422,71,1,1429,2764,3,55.0,55,0.0,Optimal,2510,1278499,0,0,0
695,brimkov-outp,../inputs/case30.graphml,30,41,7,7,81,122,1,6.0,6,0.0,Optimal,1,2029,0,0,0
696,brimkov-outp,../inputs/case5.graphml,5,6,0,2,16,7,2,2.0,2,0.0,Optimal,1,421,0,0,0
697,brimkov-outp,../inputs/case5.graphml,5,6,0,0,22,10,3,5.0,5,0.0,Optimal,0,230,0,0,0
