,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
34,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,5,4718,6724,1,322.0,322,0.0,Optimal,1,295587,0,0,0
35,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,0,15831,21654,3,1869.0,1869,0.0,Optimal,4284,13161787,0,0,0
36,brimkov-outp,../inputs/case4gs.graphml,4,4,0,1,16,8,1,2.0,2,0.0,Optimal,1,491,0,0,0
37,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,13,5719,12077,3,411.0,411,0.0,Optimal,617,4066115,0,0,0
38,brimkov-outp,../inputs/case300.graphml,300,409,66,4,983,1151,1,76.0,76,0.0,Optimal,1,55639,0,0,0
39,brimkov-outp,../inputs/case_ieee30.graphml,30,41,7,3,119,149,2,7.0,7,0.0,Optimal,1,4822,0,0,0
40,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,6,7817,10722,2,678.0,678,0.0,Optimal,1,1030592,0,0,0
41,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,7,6468,12127,4,377.0,377,0.0,Optimal,1,554731,0,0,0
42,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,6,7817,10722,3,678.0,678,0.0,Optimal,1,1033829,0,0,0
43,brimkov-outp,../inputs/case118.graphml,118,179,11,9,276,297,2,29.0,29,0.0,Optimal,1,6015,0,0,0
44,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,4,2180,4734,0,89.0,89,0.0,Optimal,489,1215399,0,0,0
45,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,4,89,35,3,7.0,7,0.0,Optimal,1,1948,0,0,0
46,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,9,8114,11147,0,755.0,755,0.0,Optimal,1,520977,0,0,0
47,brimkov-outp,../inputs/case14.graphml,14,20,2,4,38,30,4,3.0,3,0.0,Optimal,0,549,0,0,0
48,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,13,6082,12417,3,393.0,393,0.0,Optimal,1,392949,0,0,0
49,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,4,11032,14585,4,662.0,662,0.0,Optimal,1784,16067616,0,0,0
50,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,5,7281,12577,1,417.0,417,0.0,Optimal,3028,6218884,0,0,0
51,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,9,8740,14206,0,612.0,612,0.0,Optimal,1,529503,0,0,0
52,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,5,557,661,4,14.0,14,0.0,Optimal,1,39056,0,0,0
53,brimkov-outp,../inputs/case30.graphml,30,41,7,5,94,124,2,6.0,6,0.0,Optimal,1,2592,0,0,0
54,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,14,5923,12068,0,375.0,375,0.0,Optimal,1,294667,0,0,0
55,brimkov-outp,../inputs/case6468rte.graphml,6468,8065,2384,0,36499,48149,1,4204.0,4204,0.0,Optimal,1674,49111100,0,0,0
56,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,11,6169,12424,3,393.0,393,0.0,Optimal,1,422786,0,0,0
57,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,6,9560,14313,3,620.0,620,0.0,Optimal,1,946476,0,0,0
58,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,2,12071,12802,1,881.0,881,0.0,Optimal,1649,32693906,0,0,0
59,brimkov-outp,../inputs/case96rts.graphml,73,108,9,5,175,183,0,19.0,19,0.0,Optimal,1,6213,0,0,0
60,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,2,8750,12694,1,570.0,570,0.0,Optimal,2478,10944612,0,0,0
61,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,4,7459,12298,1,416.0,416,0.0,Optimal,4987,12091343,0,0,0
62,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,3,12092,14850,3,730.0,730,0.0,Optimal,2193,25997166,0,0,0
63,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,3,8085,12759,3,499.0,499,0.0,Optimal,2157,7574730,0,0,0
64,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,7,6133,12119,0,432.0,432,0.0,Optimal,3145,11905526,0,0,0
65,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,2,10597,11234,1,779.0,779,0.0,Optimal,1639,32269754,0,0,0
66,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,3,9995,11533,2,780.0,780,0.0,Optimal,1784,14945252,0,0,0
67,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,3,10617,20291,3,410.0,410,0.0,Optimal,2039,35940751,0,0,0
68,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,6,10167,18953,4,593.0,593,0.0,Optimal,734,3734838,0,0,0
69,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,8,9524,14417,1,816.0,816,0.0,Optimal,1,745995,0,0,0
70,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,8,4103,6630,2,311.0,311,0.0,Optimal,1,115807,0,0,0
71,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,12,3888,6608,3,311.0,311,0.0,Optimal,1,89683,0,0,0
72,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,1,9804,13221,3,864.0,864,0.0,Optimal,1,748498,0,0,0
73,brimkov-outp,../inputs/case145.graphml,145,422,71,9,950,2654,3,18.0,18,0.0,Optimal,648,889372,0,0,0
74,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,1,696,711,1,34.0,34,0.0,Optimal,1,31261,0,0,0
75,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,7,9660,14434,3,816.0,816,0.0,Optimal,1,1784656,0,0,0
76,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,11,6010,12075,3,375.0,375,0.0,Optimal,1,342785,0,0,0
77,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,7,7507,10416,3,683.0,683,0.0,Optimal,1,497932,0,0,0
78,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,4,6799,12242,2,490.0,490,0.0,Optimal,30263,214676911,0,0,0
79,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,0,158,58,0,29.0,29,0.0,Optimal,0,1592,0,0,0
80,brimkov-outp,../inputs/case_south_carolina500.graphml,500,584,211,10,1865,4682,3,75.0,75,0.0,Optimal,1,63512,0,0,0
81,brimkov-outp,../inputs/case118.graphml,118,179,11,2,515,352,2,37.0,37,0.0,Optimal,1,29525,0,0,0
82,brimkov-outp,../inputs/case6ww.graphml,6,11,1,0,37,22,1,5.0,5,0.0,Optimal,1,1136,0,0,0
83,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,4,10129,20169,4,359.0,359,0.0,Optimal,1664,35344609,0,0,0
84,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,9,7376,10363,4,682.0,682,0.0,Optimal,1,468330,0,0,0
85,brimkov-outp,../inputs/case11_iwamoto.graphml,11,11,6,0,59,71,4,5.0,5,0.0,Optimal,1,1776,0,0,0
86,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,0,15831,21654,4,1869.0,1869,0.0,Optimal,4284,13166574,0,0,0
87,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,5,8677,11232,4,758.0,758,0.0,Optimal,189,1598570,0,0,0
88,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,1,13419,21456,1,821.0,821,0.0,Optimal,1891,26809845,0,0,0
89,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,15,5705,12076,0,411.0,411,0.0,Optimal,1079,5774856,0,0,0
90,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,13,6082,12417,4,393.0,393,0.0,Optimal,1,389528,0,0,0
91,brimkov-outp,../inputs/case57.graphml,57,78,15,3,209,198,1,12.0,12,0.0,Optimal,1,11494,0,0,0
92,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,14,328,638,4,13.0,13,0.0,Optimal,1,11223,0,0,0
93,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,9,9259,19218,1,598.0,598,0.0,Optimal,1,765700,0,0,0
94,brimkov-outp,../inputs/case96rts.graphml,73,108,9,4,205,189,3,19.0,19,0.0,Optimal,1,8163,0,0,0
95,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,4,582,666,3,15.0,15,0.0,Optimal,1,36507,0,0,0
96,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,7,9076,19989,1,326.0,326,0.0,Optimal,4891,45759555,0,0,0
97,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,6,6755,12168,3,382.0,382,0.0,Optimal,1,708141,0,0,0
98,brimkov-outp,../inputs/case14.graphml,14,20,2,0,73,43,0,12.0,12,0.0,Optimal,1,3109,0,0,0
99,brimkov-outp,../inputs/case145.graphml,145,422,71,2,1365,2732,2,35.0,35,0.0,Optimal,1481,896082,0,0,0
100,brimkov-outp,../inputs/case5.graphml,5,6,0,0,22,10,4,5.0,5,0.0,Optimal,0,232,0,0,0
101,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,13103,19740,3,862.0,862,0.0,Optimal,1780,20990661,0,0,0
102,brimkov-outp,../inputs/case145.graphml,145,422,71,2,1365,2732,3,35.0,35,0.0,Optimal,1481,889939,0,0,0
103,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,6,10167,18953,1,593.0,593,0.0,Optimal,734,3740386,0,0,0
104,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,13,8975,18808,3,585.0,585,0.0,Optimal,1,538951,0,0,0
105,brimkov-outp,../inputs/case9.graphml,9,9,4,3,28,41,0,2.0,2,0.0,Optimal,1,3147,0,0,0
106,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,7,6614,9636,0,594.0,594,0.0,Optimal,1,360333,0,0,0
107,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,2,13113,20109,1,882.0,882,0.0,Optimal,1759,23127247,0,0,0
108,brimkov-outp,../inputs/case300.graphml,300,409,66,5,913,1137,0,75.0,75,0.0,Optimal,1,37773,0,0,0
109,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,10,5863,12089,4,413.0,413,0.0,Optimal,112,2453305,0,0,0
110,brimkov-outp,../inputs/case145.graphml,145,422,71,5,1218,2691,1,20.0,20,0.0,Optimal,2017,1575299,0,0,0
111,brimkov-outp,../inputs/case145.graphml,145,422,71,10,950,2654,0,18.0,18,0.0,Optimal,409,593483,0,0,0
112,brimkov-outp,../inputs/case5.graphml,5,6,0,0,22,10,0,5.0,5,0.0,Optimal,0,1337,0,0,0
113,brimkov-outp,../inputs/case33bw.graphml,33,32,1,3,67,35,3,11.0,11,0.0,Optimal,0,455,0,0,0
114,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,2,10715,11361,2,775.0,775,0.0,Optimal,3028,23356631,0,0,0
115,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,11,9083,18817,1,585.0,585,0.0,Optimal,1,674105,0,0,0
116,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,0,15236,14158,0,2293.0,2293,0.0,Optimal,1,362573,0,0,0
117,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,5,7281,12577,4,417.0,417,0.0,Optimal,3028,6219766,0,0,0
118,brimkov-outp,../inputs/case145.graphml,145,422,71,3,1287,2706,1,27.0,27,0.0,Optimal,182,1070157,0,0,0
119,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,2,10583,11195,0,776.0,776,0.0,Optimal,1591,19635976,0,0,0
120,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,1,13419,21456,4,821.0,821,0.0,Optimal,1891,26882697,0,0,0
121,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,1,10567,13619,3,939.0,939,0.0,Optimal,3541,10515611,0,0,0
122,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,6,6231,12133,4,444.0,444,0.0,Optimal,1490,7936671,0,0,0
123,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,9,8502,11864,3,768.0,768,0.0,Optimal,1,727677,0,0,0
124,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,2,892,1221,0,68.0,68,0.0,Optimal,1,55757,0,0,0
125,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,12,8533,19929,2,322.0,322,0.0,Optimal,8009,20406403,0,0,0
126,brimkov-outp,../inputs/case300.graphml,300,409,66,10,817,1123,3,72.0,72,0.0,Optimal,1,20553,0,0,0
127,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,3,9242,10748,2,702.0,702,0.0,Optimal,2062,11594028,0,0,0
128,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,0,15831,21654,2,1869.0,1869,0.0,Optimal,4284,13152801,0,0,0
129,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,2,13601,15479,3,948.0,948,0.0,Optimal,68890,672340989,0,0,0
130,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,7,613,1151,1,40.0,40,0.0,Optimal,1,21832,0,0,0
131,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,9,6084,12082,2,375.0,375,0.0,Optimal,1,402403,0,0,0
132,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,4,11106,19126,3,637.0,637,0.0,Optimal,2834,15978728,0,0,0
133,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,16,5689,12075,2,411.0,411,0.0,Optimal,685,4040087,0,0,0
134,brimkov-outp,../inputs/case96rts.graphml,73,108,9,2,333,226,3,22.0,22,0.0,Optimal,1,17133,0,0,0
135,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,7,6133,12119,2,432.0,432,0.0,Optimal,3145,11901689,0,0,0
136,brimkov-outp,../inputs/case11_iwamoto.graphml,11,11,6,1,55,67,4,4.0,4,0.0,Optimal,1,1969,0,0,0
137,brimkov-outp,../inputs/case145.graphml,145,422,71,10,950,2654,1,18.0,18,0.0,Optimal,409,593028,0,0,0
138,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,14,5923,12068,1,375.0,375,0.0,Optimal,1,287794,0,0,0
139,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,4,11166,19517,0,655.0,655,0.0,Optimal,3335,14983808,0,0,0
140,brimkov-outp,../inputs/case39.graphml,39,46,10,0,202,192,3,29.0,29,0.0,Optimal,1,3289,0,0,0
141,brimkov-outp,../inputs/case24_ieee_rts.graphml,24,34,4,2,110,87,1,7.0,7,0.0,Optimal,1,3202,0,0,0
142,brimkov-outp,../inputs/case6ww.graphml,6,11,1,5,15,16,4,1.0,1,0.0,Optimal,0,324,0,0,0
143,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,6,58,29,2,7.0,7,0.0,Optimal,1,1236,0,0,0
144,brimkov-outp,../inputs/case118.graphml,118,179,11,3,458,333,2,31.0,31,0.0,Optimal,1,53810,0,0,0
145,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,3,799,1190,2,57.0,57,0.0,Optimal,1,90081,0,0,0
146,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,4,8658,10880,1,683.0,683,0.0,Optimal,3891,10428616,0,0,0
147,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,1,13559,12783,1,1194.0,1194,0.0,Optimal,2077,5160792,0,0,0
148,brimkov-outp,../inputs/case300.graphml,300,409,66,8,826,1124,3,72.0,72,0.0,Optimal,1,21961,0,0,0
149,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,16202,17033,2,2063.0,2063,0.0,Optimal,1,658209,0,0,0
150,brimkov-outp,../inputs/case5.graphml,5,6,0,1,22,10,2,3.0,3,0.0,Optimal,1,710,0,0,0
151,brimkov-outp,../inputs/case3120sp.graphml,3120,3684,798,7,8613,11877,2,768.0,768,0.0,Optimal,211,1266692,0,0,0
152,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,14,9010,19196,4,598.0,598,0.0,Optimal,1,588807,0,0,0
153,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,7,8222,11160,2,755.0,755,0.0,Optimal,1,489360,0,0,0
154,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,6,690,1302,3,39.0,39,0.0,Optimal,1,25778,0,0,0
155,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,5,7281,12577,2,417.0,417,0.0,Optimal,3028,6211114,0,0,0
156,brimkov-outp,../inputs/case300.graphml,300,409,66,6,877,1131,0,74.0,74,0.0,Optimal,1,33199,0,0,0
157,brimkov-outp,../inputs/case33bw.graphml,33,32,1,1,126,63,4,17.0,17,0.0,Optimal,0,825,0,0,0
158,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,4,10922,14660,4,829.0,829,0.0,Optimal,1764,15773888,0,0,0
159,brimkov-outp,../inputs/case57.graphml,57,78,15,5,166,188,4,12.0,12,0.0,Optimal,1,7929,0,0,0
160,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,12,5950,12070,0,375.0,375,0.0,Optimal,1,351421,0,0,0
161,brimkov-outp,../inputs/case39.graphml,39,46,10,3,127,157,0,9.0,9,0.0,Optimal,1,5670,0,0,0
162,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,0,1074,1348,2,156.0,156,0.0,Optimal,1,13790,0,0,0
163,brimkov-outp,../inputs/case30.graphml,30,41,7,1,160,149,4,13.0,13,0.0,Optimal,1,4751,0,0,0
164,brimkov-outp,../inputs/case96rts.graphml,73,108,9,2,333,226,4,22.0,22,0.0,Optimal,1,16938,0,0,0
165,brimkov-outp,../inputs/case30.graphml,30,41,7,2,130,134,1,8.0,8,0.0,Optimal,1,4352,0,0,0
166,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,0,15831,21654,1,1869.0,1869,0.0,Optimal,4284,13171858,0,0,0
167,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,11,6010,12075,4,375.0,375,0.0,Optimal,1,342936,0,0,0
168,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,13,8520,19928,2,322.0,322,0.0,Optimal,3410,10679101,0,0,0
169,brimkov-outp,../inputs/case96rts.graphml,73,108,9,3,273,206,1,20.0,20,0.0,Optimal,1,24894,0,0,0
170,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,0,15236,14158,4,2293.0,2293,0.0,Optimal,1,356706,0,0,0
171,brimkov-outp,../inputs/case2746wp.graphml,2746,3274,704,7,7612,10542,4,684.0,684,0.0,Optimal,1,635538,0,0,0
172,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,8,6300,12106,2,375.0,375,0.0,Optimal,1,522359,0,0,0
173,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,13103,19740,1,862.0,862,0.0,Optimal,1780,21012472,0,0,0
174,brimkov-outp,../inputs/case24_ieee_rts.graphml,24,34,4,1,128,96,2,10.0,10,0.0,Optimal,1,3676,0,0,0
175,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,3,11810,14882,2,851.0,851,0.0,Optimal,4209,54264615,0,0,0
176,brimkov-outp,../inputs/case2848rte.graphml,2848,3442,1023,10,9138,18822,4,585.0,585,0.0,Optimal,1,613610,0,0,0
177,brimkov-outp,../inputs/case24_ieee_rts.graphml,24,34,4,4,71,75,0,6.0,6,0.0,Optimal,1,3716,0,0,0
178,brimkov-outp,../inputs/case1888rte.graphml,1888,2308,681,14,5923,12068,2,375.0,375,0.0,Optimal,1,287990,0,0,0
179,brimkov-outp,../inputs/case1354pegase.graphml,1354,1710,422,10,3921,6611,1,311.0,311,0.0,Optimal,1,95753,0,0,0
180,brimkov-outp,../inputs/case2736sp.graphml,2736,3265,645,5,7923,10445,4,684.0,684,0.0,Optimal,50,1574956,0,0,0
181,brimkov-outp,../inputs/case89pegase.graphml,89,206,43,10,455,648,2,13.0,13,0.0,Optimal,1,25573,0,0,0
182,brimkov-outp,../inputs/case1951rte.graphml,1951,2375,651,8,6434,12452,2,397.0,397,0.0,Optimal,1,495534,0,0,0
183,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,14,5705,12076,4,411.0,411,0.0,Optimal,617,4421850,0,0,0
184,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,5,8123,10773,3,681.0,681,0.0,Optimal,104,1456876,0,0,0
185,brimkov-outp,../inputs/case_iceland118.graphml,189,203,110,2,886,1356,0,52.0,52,0.0,Optimal,1,66340,0,0,0
186,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,5,7937,10484,2,685.0,685,0.0,Optimal,24,1288582,0,0,0
187,brimkov-outp,../inputs/case2383wp.graphml,2383,2886,552,0,12244,12002,2,1841.0,1841,0.0,Optimal,1,325894,0,0,0
188,brimkov-outp,../inputs/case_GBreduced29.graphml,29,50,0,6,58,29,0,7.0,7,0.0,Optimal,1,2962,0,0,0
189,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,8,9466,19241,0,600.0,600,0.0,Optimal,1,1229861,0,0,0
190,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,9,8114,11147,4,755.0,755,0.0,Optimal,1,713539,0,0,0
191,brimkov-outp,../inputs/case_illinois200.graphml,200,245,44,8,605,1150,0,39.0,39,0.0,Optimal,1,24691,0,0,0
192,brimkov-outp,../inputs/case3012wp.graphml,3012,3566,726,1,14686,13608,3,1323.0,1323,0.0,Optimal,11,1754638,0,0,0
193,brimkov-outp,../inputs/case2737sop.graphml,2737,3266,655,0,13922,13139,1,2087.0,2087,0.0,Optimal,1,338203,0,0,0
194,brimkov-outp,../inputs/case2868rte.graphml,2868,3471,983,0,15921,22062,0,1924.0,1924,0.0,Optimal,4627,11340350,0,0,0
195,brimkov-outp,../inputs/case4gs.graphml,4,4,0,2,8,4,2,2.0,2,0.0,Optimal,1,367,0,0,0
196,brimkov-outp,../inputs/case2746wop.graphml,2746,3300,709,9,7533,10684,0,677.0,677,0.0,Optimal,1,534221,0,0,0
197,brimkov-outp,../inputs/case3375wp.graphml,3374,4068,889,0,17535,17778,4,2498.0,2498,0.0,Optimal,498,1956666,0,0,0
198,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,10,8530,14185,3,612.0,612,0.0,Optimal,1,440960,0,0,0
199,brimkov-outp,../inputs/case_Texas.graphml,2000,2667,376,4,6799,12242,1,490.0,490,0.0,Optimal,30263,214444888,0,0,0
200,brimkov-outp,../inputs/case2869pegase.graphml,2869,3968,869,14,8296,14166,4,612.0,612,0.0,Optimal,1,325477,0,0,0
201,brimkov-outp,../inputs/case_GB2224.graphml,2224,2804,1367,3,10617,20291,1,410.0,410,0.0,Optimal,2039,35819953,0,0,0
